model,iter,P,R,F1
Rule-based only,17,0.9745762711864406,0.8455882352941176,0.905511811023622
Rule-based only,18,0.9910714285714286,0.7449664429530202,0.8505747126436783
Rule-based only,19,0.9912280701754386,0.8248175182481752,0.900398406374502
Rule-based only,20,0.9824561403508771,0.7368421052631579,0.8421052631578947
Rule-based only,21,0.9719626168224299,0.8524590163934426,0.9082969432314411
Rule-based only,22,1.0,0.8656716417910447,0.928
Rule-based only,23,1.0,0.8270676691729323,0.9053497942386831
Rule-based only,24,0.9905660377358491,0.8898305084745762,0.9374999999999999
Rule-based only,25,1.0,0.8296296296296296,0.9068825910931174
Rule-based only,26,0.9814814814814815,0.828125,0.8983050847457628
Rule-based only,27,0.9819819819819819,0.8861788617886179,0.9316239316239316
Rule-based only,28,1.0,0.875,0.9333333333333333
Rule-based only,29,0.9504950495049505,0.7741935483870968,0.8533333333333333
Rule-based only,30,0.9826086956521739,0.8248175182481752,0.8968253968253969
Rule-based only,31,0.9910714285714286,0.8283582089552238,0.9024390243902439
Rule-based only,32,0.9734513274336283,0.8029197080291971,0.8800000000000001
Rule-based only,33,0.9814814814814815,0.7910447761194029,0.8760330578512396
Rule-based only,34,0.9831932773109243,0.8125,0.8897338403041825
Rule-based only,35,1.0,0.8951612903225806,0.9446808510638298
Rule-based only,36,1.0,0.84375,0.9152542372881356
Rule-based only,37,0.9903846153846154,0.8110236220472441,0.8917748917748919
Rule-based only,38,1.0,0.8270676691729323,0.9053497942386831
Rule-based only,39,1.0,0.8571428571428571,0.923076923076923
Rule-based only,40,0.9907407407407407,0.8699186991869918,0.9264069264069263
Rule-based only,41,1.0,0.8074074074074075,0.8934426229508198
Rule-based only,42,0.9913793103448276,0.8582089552238806,0.9200000000000002
Rule-based only,43,1.0,0.8333333333333334,0.9090909090909091
Rule-based only,44,0.9911504424778761,0.875,0.9294605809128631
Rule-based only,45,1.0,0.9217391304347826,0.9592760180995475
Rule-based only,46,1.0,0.8045112781954887,0.8916666666666667
Rule-based only,47,0.9904761904761905,0.7591240875912408,0.859504132231405
Rule-based only,48,0.9532710280373832,0.7555555555555555,0.8429752066115703
Rule-based only,49,0.9818181818181818,0.8120300751879699,0.8888888888888888
Rule-based only,50,0.9912280701754386,0.8968253968253969,0.9416666666666667
Rule-based only,51,1.0,0.888,0.940677966101695
Rule-based only,52,1.0,0.8778625954198473,0.9349593495934959
Rule-based only,53,0.990990990990991,0.7913669064748201,0.8799999999999999
Rule-based only,54,1.0,0.9130434782608695,0.9545454545454545
Rule-based only,55,0.9906542056074766,0.828125,0.9021276595744682
Rule-based only,56,0.9818181818181818,0.7769784172661871,0.8674698795180722
Rule-based only,57,0.9813084112149533,0.813953488372093,0.8898305084745763
Rule-based only,58,0.9911504424778761,0.896,0.9411764705882352
Rule-based only,59,0.9913793103448276,0.8394160583941606,0.9090909090909091
Rule-based only,60,1.0,0.8540145985401459,0.9212598425196851
Rule-based only,61,0.9813084112149533,0.8203125,0.8936170212765957
Rule-based only,62,0.990990990990991,0.7189542483660131,0.8333333333333333
Rule-based only,63,0.990909090909091,0.8134328358208955,0.8934426229508198
Rule-based only,64,0.9912280701754386,0.849624060150376,0.9149797570850202
Rule-based only,65,0.991304347826087,0.8028169014084507,0.8871595330739299
Rule-based only,66,0.9908256880733946,0.8120300751879699,0.8925619834710744
Rule-based only,67,0.9906542056074766,0.8346456692913385,0.9059829059829059
Rule-based only,68,0.9912280701754386,0.8071428571428572,0.889763779527559
Rule-based only,69,0.9743589743589743,0.7972027972027972,0.8769230769230769
Rule-based only,70,1.0,0.8583333333333333,0.9237668161434976
Rule-based only,71,0.9905660377358491,0.8203125,0.8974358974358975
Rule-based only,72,0.9907407407407407,0.8699186991869918,0.9264069264069263
Rule-based only,73,0.9911504424778761,0.8115942028985508,0.8924302788844621
Rule-based only,74,0.9905660377358491,0.8333333333333334,0.9051724137931034
Rule-based only,75,0.990990990990991,0.7913669064748201,0.8799999999999999
Rule-based only,76,1.0,0.8461538461538461,0.9166666666666666
Rule-based only,77,0.9905660377358491,0.8076923076923077,0.8898305084745762
Rule-based only,78,1.0,0.8983050847457628,0.9464285714285715
Rule-based only,79,1.0,0.8983050847457628,0.9464285714285715
Rule-based only,80,0.9905660377358491,0.8203125,0.8974358974358975
Rule-based only,81,0.9914529914529915,0.8656716417910447,0.9243027888446216
Rule-based only,82,0.9906542056074766,0.8617886178861789,0.9217391304347826
Rule-based only,83,0.9809523809523809,0.8306451612903226,0.8995633187772926
Rule-based only,84,0.9907407407407407,0.8359375,0.9067796610169491
Rule-based only,85,0.9910714285714286,0.7350993377483444,0.8441064638783271
Rule-based only,86,1.0,0.9083333333333333,0.9519650655021834
Rule-based only,87,1.0,0.8625954198473282,0.9262295081967213
Rule-based only,88,0.990990990990991,0.9016393442622951,0.944206008583691
Rule-based only,89,0.9736842105263158,0.8043478260869565,0.8809523809523809
Rule-based only,90,0.981651376146789,0.8106060606060606,0.8879668049792531
Rule-based only,91,1.0,0.9008264462809917,0.9478260869565218
Rule-based only,92,1.0,0.8916666666666667,0.9427312775330398
Rule-based only,93,1.0,0.8992248062015504,0.9469387755102041
Rule-based only,94,0.9911504424778761,0.8682170542635659,0.9256198347107438
Rule-based only,95,0.9907407407407407,0.856,0.9184549356223175
Rule-based only,96,1.0,0.875968992248062,0.9338842975206612
Rule-based only,97,0.9903846153846154,0.824,0.8995633187772926
Rule-based only,98,1.0,0.7676056338028169,0.8685258964143425
Rule-based only,99,0.9911504424778761,0.8549618320610687,0.9180327868852459
Rule-based only,100,0.9819819819819819,0.8449612403100775,0.9083333333333333
Rule-based only,101,0.991304347826087,0.9047619047619048,0.9460580912863071
Rule-based only,102,0.9655172413793104,0.8296296296296296,0.8924302788844621
Rule-based only,103,0.9910714285714286,0.7872340425531915,0.8774703557312252
Rule-based only,104,1.0,0.8699186991869918,0.9304347826086956
Rule-based only,105,0.9907407407407407,0.823076923076923,0.8991596638655462
Rule-based only,106,1.0,0.8045112781954887,0.8916666666666667
Rule-based only,107,1.0,0.8914728682170543,0.9426229508196722
Rule-based only,108,1.0,0.8699186991869918,0.9304347826086956
Rule-based only,109,0.991304347826087,0.8837209302325582,0.9344262295081968
Rule-based only,110,1.0,0.7913669064748201,0.8835341365461847
Rule-based only,111,0.9814814814814815,0.8548387096774194,0.9137931034482759
Rule-based only,112,0.981651376146789,0.7867647058823529,0.873469387755102
Rule-based only,113,1.0,0.8636363636363636,0.9268292682926829
Rule-based only,114,1.0,0.8181818181818182,0.9
Rule-based only,115,0.9830508474576272,0.8285714285714286,0.8992248062015504
Rule-based only,116,0.9907407407407407,0.7753623188405797,0.8699186991869918
Rule-based only,117,0.9821428571428571,0.7482993197278912,0.8494208494208495
Rule-based only,118,0.9906542056074766,0.8548387096774194,0.9177489177489178
Rule-based only,119,0.9754098360655737,0.8263888888888888,0.8947368421052632
Rule-based only,120,0.9918032786885246,0.8705035971223022,0.9272030651340997
Rule-based only,121,1.0,0.896,0.9451476793248946
Rule-based only,122,0.9821428571428571,0.8029197080291971,0.8835341365461847
Rule-based only,123,1.0,0.9024390243902439,0.9487179487179488
Rule-based only,124,0.991304347826087,0.8636363636363636,0.923076923076923
Rule-based only,125,0.9911504424778761,0.8615384615384616,0.9218106995884775
Rule-based only,126,0.9813084112149533,0.7720588235294118,0.8641975308641975
Rule-based only,127,1.0,0.8175182481751825,0.8995983935742973
Rule-based only,128,0.9824561403508771,0.8057553956834532,0.8853754940711464
Rule-based only,129,0.9905660377358491,0.8467741935483871,0.9130434782608696
Rule-based only,130,1.0,0.8320610687022901,0.9083333333333334
Rule-based only,131,0.9629629629629629,0.7591240875912408,0.8489795918367348
Rule-based only,132,1.0,0.8571428571428571,0.923076923076923
Rule-based only,133,0.9724770642201835,0.803030303030303,0.879668049792531
Rule-based only,134,0.9906542056074766,0.905982905982906,0.9464285714285715
Rule-based only,135,0.9906542056074766,0.9217391304347826,0.954954954954955
Rule-based only,136,0.9819819819819819,0.7898550724637681,0.8755020080321285
Rule-based only,137,0.9912280701754386,0.849624060150376,0.9149797570850202
Rule-based only,138,0.9819819819819819,0.8134328358208955,0.8897959183673468
Rule-based only,139,0.9908256880733946,0.7714285714285715,0.8674698795180723
Rule-based only,140,1.0,0.7891156462585034,0.8821292775665399
Rule-based only,141,0.9912280701754386,0.8625954198473282,0.9224489795918368
Rule-based only,142,1.0,0.9495798319327731,0.9741379310344828
Rule-based only,143,1.0,0.8925619834710744,0.9432314410480349
Rule-based only,144,1.0,0.8984375,0.9465020576131687
Rule-based only,145,0.990909090909091,0.8134328358208955,0.8934426229508198
Rule-based only,146,1.0,0.855072463768116,0.921875
Rule-based only,147,0.9910714285714286,0.8538461538461538,0.9173553719008265
Rule-based only,148,0.981651376146789,0.7697841726618705,0.8629032258064516
Rule-based only,149,1.0,0.9166666666666666,0.9565217391304348
Rule-based only,150,1.0,0.8015267175572519,0.8898305084745763
Rule-based only,151,0.9824561403508771,0.8175182481751825,0.8924302788844622
Rule-based only,152,0.9907407407407407,0.8106060606060606,0.8916666666666666
Rule-based only,153,0.9904761904761905,0.8524590163934426,0.9162995594713657
Rule-based only,154,0.9900990099009901,0.8,0.8849557522123894
Rule-based only,155,0.9642857142857143,0.8503937007874016,0.9037656903765692
Rule-based only,156,0.990990990990991,0.8461538461538461,0.9128630705394191
Rule-based only,157,1.0,0.8536585365853658,0.9210526315789475
Rule-based only,158,0.9915254237288136,0.841726618705036,0.9105058365758755
Rule-based only,159,0.9900990099009901,0.7936507936507936,0.8810572687224669
Rule-based only,160,0.9906542056074766,0.848,0.9137931034482758
Rule-based only,161,0.9722222222222222,0.8333333333333334,0.8974358974358975
Rule-based only,162,1.0,0.8888888888888888,0.9411764705882353
Rule-based only,163,1.0,0.8571428571428571,0.923076923076923
Rule-based only,164,0.9819819819819819,0.7676056338028169,0.8616600790513835
Rule-based only,165,0.9714285714285714,0.7906976744186046,0.8717948717948717
Rule-based only,166,1.0,0.8717948717948718,0.9315068493150686
Rule-based only,167,0.9809523809523809,0.8442622950819673,0.907488986784141
Rule-based only,168,0.9907407407407407,0.8770491803278688,0.9304347826086956
Rule-based only,169,0.9907407407407407,0.8842975206611571,0.9344978165938864
Rule-based only,170,1.0,0.8041958041958042,0.8914728682170543
Rule-based only,171,1.0,0.8518518518518519,0.92
Rule-based only,172,0.9916666666666667,0.8561151079136691,0.918918918918919
Rule-based only,173,0.9807692307692307,0.8429752066115702,0.9066666666666666
Rule-based only,174,1.0,0.8770491803278688,0.9344978165938864
Rule-based only,175,1.0,0.9322033898305084,0.9649122807017544
Rule-based only,176,0.9814814814814815,0.848,0.9098712446351932
Rule-based only,177,1.0,0.8175182481751825,0.8995983935742973
Rule-based only,178,0.9903846153846154,0.8583333333333333,0.9196428571428571
Rule-based only,179,0.9904761904761905,0.7878787878787878,0.8776371308016878
Rule-based only,180,1.0,0.8062015503875969,0.8927038626609441
Rule-based only,181,0.990990990990991,0.8088235294117647,0.8906882591093118
Rule-based only,182,0.9913793103448276,0.8518518518518519,0.9163346613545817
Rule-based only,183,0.9913793103448276,0.8646616541353384,0.9236947791164658
Rule-based only,184,1.0,0.8650793650793651,0.9276595744680851
Rule-based only,185,0.9829059829059829,0.8333333333333334,0.9019607843137254
Rule-based only,186,0.9907407407407407,0.816793893129771,0.8953974895397491
Rule-based only,187,0.9821428571428571,0.8527131782945736,0.9128630705394191
Rule-based only,188,0.9811320754716981,0.7761194029850746,0.8666666666666666
Rule-based only,189,0.9908256880733946,0.864,0.923076923076923
Rule-based only,190,0.9722222222222222,0.7894736842105263,0.8713692946058093
Rule-based only,191,1.0,0.848,0.9177489177489178
Rule-based only,192,0.9912280701754386,0.8560606060606061,0.9186991869918699
Rule-based only,193,1.0,0.7816901408450704,0.8774703557312252
Rule-based only,194,1.0,0.8235294117647058,0.9032258064516129
Rule-based only,195,0.9913793103448276,0.905511811023622,0.9465020576131687
Rule-based only,196,0.9824561403508771,0.8484848484848485,0.9105691056910568
Rule-based only,197,1.0,0.8623188405797102,0.9260700389105059
Rule-based only,198,1.0,0.9024390243902439,0.9487179487179488
Rule-based only,199,1.0,0.8142857142857143,0.8976377952755905
Rule-based only,200,0.9907407407407407,0.8842975206611571,0.9344978165938864
Rule-based only,201,1.0,0.8333333333333334,0.9090909090909091
Rule-based only,202,1.0,0.7769784172661871,0.8744939271255061
Rule-based only,203,0.9711538461538461,0.753731343283582,0.8487394957983193
Rule-based only,204,1.0,0.8888888888888888,0.9411764705882353
Rule-based only,205,0.9908256880733946,0.8780487804878049,0.9310344827586207
Rule-based only,206,0.9905660377358491,0.8974358974358975,0.9417040358744395
Rule-based only,207,1.0,0.8074074074074075,0.8934426229508198
Rule-based only,208,1.0,0.849624060150376,0.9186991869918699
Rule-based only,209,0.990909090909091,0.8934426229508197,0.9396551724137931
Rule-based only,210,0.9809523809523809,0.7984496124031008,0.8803418803418802
Rule-based only,211,0.9818181818181818,0.8244274809160306,0.896265560165975
Rule-based only,212,1.0,0.905511811023622,0.9504132231404958
Rule-based only,213,0.9615384615384616,0.7407407407407407,0.8368200836820084
Rule-based only,214,1.0,0.7841726618705036,0.8790322580645161
Rule-based only,215,1.0,0.8934426229508197,0.9437229437229437
Rule-based only,216,1.0,0.8828125,0.9377593360995851
Rule-based only,217,0.9814814814814815,0.848,0.9098712446351932
Rule-based only,218,0.9903846153846154,0.8512396694214877,0.9155555555555556
Rule-based only,219,0.9811320754716981,0.8253968253968254,0.8965517241379309
Rule-based only,220,0.98,0.8376068376068376,0.9032258064516129
Rule-based only,221,1.0,0.8260869565217391,0.9047619047619047
Rule-based only,222,1.0,0.8842975206611571,0.9385964912280702
Rule-based only,223,0.9821428571428571,0.8148148148148148,0.8906882591093117
Rule-based only,224,1.0,0.8188976377952756,0.9004329004329005
Rule-based only,225,0.9904761904761905,0.8888888888888888,0.9369369369369369
Rule-based only,226,1.0,0.8984375,0.9465020576131687
Rule-based only,227,0.9819819819819819,0.7414965986394558,0.8449612403100776
Rule-based only,228,1.0,0.8888888888888888,0.9411764705882353
Rule-based only,229,0.9904761904761905,0.7591240875912408,0.859504132231405
Rule-based only,230,0.9747899159663865,0.8345323741007195,0.8992248062015504
Rule-based only,231,1.0,0.8709677419354839,0.9310344827586207
Rule-based only,232,0.9814814814814815,0.828125,0.8983050847457628
Rule-based only,233,0.9910714285714286,0.8345864661654135,0.9061224489795919
Rule-based only,234,1.0,0.9126984126984127,0.9543568464730291
Rule-based only,235,1.0,0.873015873015873,0.9322033898305084
Rule-based only,236,0.9912280701754386,0.904,0.9456066945606694
Rule-based only,237,0.9642857142857143,0.8372093023255814,0.8962655601659751
Rule-based only,238,0.9910714285714286,0.8283582089552238,0.9024390243902439
Rule-based only,239,0.990990990990991,0.859375,0.9205020920502092
Rule-based only,240,1.0,0.6956521739130435,0.8205128205128205
Rule-based only,241,0.9904761904761905,0.9043478260869565,0.9454545454545453
Rule-based only,242,1.0,0.8870967741935484,0.9401709401709402
Rule-based only,243,0.9906542056074766,0.8833333333333333,0.933920704845815
Rule-based only,244,0.9905660377358491,0.8677685950413223,0.9251101321585904
Rule-based only,245,0.990909090909091,0.872,0.9276595744680851
Rule-based only,246,1.0,0.8629032258064516,0.9264069264069265
Rule-based only,247,0.990909090909091,0.7622377622377622,0.8616600790513833
Rule-based only,248,0.9912280701754386,0.7533333333333333,0.8560606060606061
Rule-based only,249,0.9811320754716981,0.7375886524822695,0.8421052631578948
Rule-based only,250,0.9902912621359223,0.85,0.9147982062780268
Rule-based only,251,0.9912280701754386,0.9112903225806451,0.9495798319327731
Rule-based only,252,0.9754098360655737,0.7880794701986755,0.8717948717948718
Rule-based only,253,0.9904761904761905,0.896551724137931,0.9411764705882353
Rule-based only,254,0.9903846153846154,0.8373983739837398,0.9074889867841409
Rule-based only,255,0.9741379310344828,0.7847222222222222,0.8692307692307691
Rule-based only,256,0.990909090909091,0.8014705882352942,0.8861788617886179
Rule-based only,257,0.9814814814814815,0.8548387096774194,0.9137931034482759
Rule-based only,258,0.9911504424778761,0.8615384615384616,0.9218106995884775
Rule-based only,259,1.0,0.8790322580645161,0.9356223175965666
Rule-based only,260,1.0,0.9024390243902439,0.9487179487179488
Rule-based only,261,0.9727272727272728,0.7482517482517482,0.8458498023715415
Rule-based only,262,0.9814814814814815,0.8346456692913385,0.902127659574468
Rule-based only,263,0.990909090909091,0.8384615384615385,0.9083333333333334
Rule-based only,264,0.9814814814814815,0.8412698412698413,0.905982905982906
Rule-based only,265,0.9907407407407407,0.8699186991869918,0.9264069264069263
Rule-based only,266,0.9914529914529915,0.8592592592592593,0.9206349206349208
Rule-based only,267,0.9907407407407407,0.8629032258064516,0.9224137931034482
Rule-based only,268,0.9906542056074766,0.8688524590163934,0.9257641921397379
Rule-based only,269,0.9901960784313726,0.8145161290322581,0.8938053097345134
Rule-based only,270,1.0,0.8984375,0.9465020576131687
Rule-based only,271,1.0,0.8582089552238806,0.9236947791164658
Rule-based only,272,0.9724770642201835,0.762589928057554,0.8548387096774195
Rule-based only,273,0.9915254237288136,0.8357142857142857,0.9069767441860465
Rule-based only,274,0.9807692307692307,0.8292682926829268,0.8986784140969163
Rule-based only,275,0.9915254237288136,0.8297872340425532,0.9034749034749034
Rule-based only,276,0.9714285714285714,0.8031496062992126,0.8793103448275863
Rule-based only,277,1.0,0.8582677165354331,0.923728813559322
Rule-based only,278,1.0,0.835820895522388,0.9105691056910569
Rule-based only,279,0.990909090909091,0.8384615384615385,0.9083333333333334
Rule-based only,280,0.991304347826087,0.8382352941176471,0.9083665338645418
Rule-based only,281,0.991304347826087,0.7702702702702703,0.8669201520912548
Rule-based only,282,0.9711538461538461,0.7593984962406015,0.8523206751054853
Rule-based only,283,0.9907407407407407,0.8699186991869918,0.9264069264069263
Rule-based only,284,0.9824561403508771,0.8296296296296296,0.8995983935742972
Rule-based only,285,0.9910714285714286,0.8951612903225806,0.9406779661016949
Rule-based only,286,1.0,0.9083333333333333,0.9519650655021834
Rule-based only,287,1.0,0.8709677419354839,0.9310344827586207
Rule-based only,288,0.9826086956521739,0.7290322580645161,0.837037037037037
Rule-based only,289,0.9910714285714286,0.8043478260869565,0.888
Rule-based only,290,1.0,0.84251968503937,0.9145299145299145
Rule-based only,291,0.9908256880733946,0.8780487804878049,0.9310344827586207
Rule-based only,292,0.991304347826087,0.8769230769230769,0.9306122448979591
Rule-based only,293,0.9829059829059829,0.8273381294964028,0.8984375
Rule-based only,294,0.9814814814814815,0.7681159420289855,0.8617886178861789
Rule-based only,295,0.9904761904761905,0.8455284552845529,0.9122807017543859
Rule-based only,296,1.0,0.896,0.9451476793248946
Rule-based only,297,0.9906542056074766,0.8688524590163934,0.9257641921397379
Rule-based only,298,1.0,0.8396946564885496,0.9128630705394191
Rule-based only,299,0.990990990990991,0.8088235294117647,0.8906882591093118
Rule-based only,300,1.0,0.8055555555555556,0.8923076923076924
Rule-based only,301,1.0,0.896,0.9451476793248946
Rule-based only,302,0.9906542056074766,0.905982905982906,0.9464285714285715
Rule-based only,303,0.9716981132075472,0.762962962962963,0.8547717842323651
Rule-based only,304,0.9900990099009901,0.8620689655172413,0.9216589861751152
Rule-based only,305,1.0,0.8650793650793651,0.9276595744680851
Rule-based only,306,0.9809523809523809,0.8583333333333333,0.9155555555555556
Rule-based only,307,0.9908256880733946,0.8503937007874016,0.9152542372881356
Rule-based only,308,1.0,0.8571428571428571,0.923076923076923
Rule-based only,309,0.9910714285714286,0.8740157480314961,0.9288702928870293
Rule-based only,310,1.0,0.8489208633093526,0.9182879377431907
Rule-based only,311,1.0,0.8455882352941176,0.9163346613545816
Rule-based only,312,0.9906542056074766,0.828125,0.9021276595744682
Rule-based only,313,0.991304347826087,0.8260869565217391,0.901185770750988
Rule-based only,314,0.9908256880733946,0.9310344827586207,0.96
Rule-based only,315,0.9905660377358491,0.84,0.9090909090909091
Rule-based only,316,1.0,0.8740740740740741,0.9328063241106719
Rule-based only,317,0.9823008849557522,0.8409090909090909,0.9061224489795919
Rule-based only,318,0.9824561403508771,0.8421052631578947,0.9068825910931173
Rule-based only,319,0.9724770642201835,0.8983050847457628,0.9339207048458149
Rule-based only,320,1.0,0.8925619834710744,0.9432314410480349
Rule-based only,321,0.9736842105263158,0.8345864661654135,0.8987854251012146
Rule-based only,322,0.9904761904761905,0.8813559322033898,0.9327354260089686
Rule-based only,323,0.990990990990991,0.7857142857142857,0.8764940239043825
Rule-based only,324,1.0,0.8134328358208955,0.897119341563786
Rule-based only,325,0.9906542056074766,0.8153846153846154,0.8945147679324893
Rule-based only,326,0.9821428571428571,0.8148148148148148,0.8906882591093117
Rule-based only,327,0.9904761904761905,0.8125,0.8927038626609443
Rule-based only,328,0.9823008849557522,0.8604651162790697,0.9173553719008265
Rule-based only,329,1.0,0.8560606060606061,0.9224489795918368
Rule-based only,330,0.991304347826087,0.912,0.9500000000000001
Rule-based only,331,1.0,0.7786259541984732,0.8755364806866952
Rule-based only,332,0.9827586206896551,0.8507462686567164,0.9119999999999999
Rule-based only,333,0.9907407407407407,0.8629032258064516,0.9224137931034482
Rule-based only,334,1.0,0.8712121212121212,0.9311740890688259
Rule-based only,335,0.9913793103448276,0.7986111111111112,0.8846153846153846
Rule-based only,336,1.0,0.8682170542635659,0.9294605809128631
Rule-based only,337,0.990990990990991,0.8148148148148148,0.8943089430894308
Rule-based only,338,0.9906542056074766,0.7969924812030075,0.8833333333333333
Rule-based only,339,1.0,0.8549618320610687,0.9218106995884773
Rule-based only,340,0.9619047619047619,0.8347107438016529,0.8938053097345132
Rule-based only,341,0.990909090909091,0.8582677165354331,0.9198312236286921
Rule-based only,342,0.990990990990991,0.859375,0.9205020920502092
Rule-based only,343,0.990990990990991,0.7801418439716312,0.873015873015873
Rule-based only,344,1.0,0.8161764705882353,0.8987854251012146
Rule-based only,345,1.0,0.888,0.940677966101695
Rule-based only,346,0.9907407407407407,0.8492063492063492,0.9145299145299146
Rule-based only,347,0.9907407407407407,0.8045112781954887,0.887966804979253
Rule-based only,348,0.9904761904761905,0.8125,0.8927038626609443
Rule-based only,349,0.9902912621359223,0.8095238095238095,0.8908296943231441
Rule-based only,350,1.0,0.8531468531468531,0.9207547169811321
Rule-based only,351,1.0,0.8396946564885496,0.9128630705394191
Rule-based only,352,1.0,0.9147286821705426,0.9554655870445344
Rule-based only,353,1.0,0.8548387096774194,0.9217391304347826
Rule-based only,354,0.9910714285714286,0.7872340425531915,0.8774703557312252
Rule-based only,355,1.0,0.8106060606060606,0.895397489539749
Rule-based only,356,1.0,0.85,0.9189189189189189
Rule-based only,357,1.0,0.8907563025210085,0.9422222222222223
Rule-based only,358,0.9827586206896551,0.8769230769230769,0.9268292682926829
Rule-based only,359,0.9910714285714286,0.7708333333333334,0.8671875000000001
Rule-based only,360,0.991304347826087,0.8201438848920863,0.8976377952755905
Rule-based only,361,1.0,0.8442622950819673,0.9155555555555556
Rule-based only,362,1.0,0.904,0.9495798319327732
Rule-based only,363,1.0,0.8688524590163934,0.9298245614035088
Rule-based only,364,0.9915966386554622,0.8251748251748252,0.900763358778626
Rule-based only,365,0.9907407407407407,0.781021897810219,0.873469387755102
Rule-based only,366,1.0,0.875968992248062,0.9338842975206612
Rule-based only,367,0.9734513274336283,0.8661417322834646,0.9166666666666666
Rule-based only,368,0.9829059829059829,0.7278481012658228,0.8363636363636363
Rule-based only,369,0.9911504424778761,0.8818897637795275,0.9333333333333333
Rule-based only,370,0.990909090909091,0.8861788617886179,0.9356223175965666
Rule-based only,371,1.0,0.9017857142857143,0.948356807511737
Rule-based only,372,0.9819819819819819,0.8074074074074075,0.8861788617886179
Rule-based only,373,1.0,0.896,0.9451476793248946
Rule-based only,374,0.9907407407407407,0.8991596638655462,0.9427312775330395
Rule-based only,375,0.9908256880733946,0.9152542372881356,0.9515418502202644
Rule-based only,376,0.9910714285714286,0.8283582089552238,0.9024390243902439
Rule-based only,377,1.0,0.890625,0.9421487603305785
Rule-based only,378,1.0,0.8503937007874016,0.9191489361702128
Rule-based only,379,1.0,0.8852459016393442,0.9391304347826086
Rule-based only,380,0.9734513274336283,0.8333333333333334,0.8979591836734695
Rule-based only,381,1.0,0.856,0.9224137931034483
Rule-based only,382,1.0,0.8951612903225806,0.9446808510638298
Rule-based only,383,0.990909090909091,0.9083333333333333,0.9478260869565217
Rule-based only,384,0.9814814814814815,0.8548387096774194,0.9137931034482759
Rule-based only,385,0.9826086956521739,0.7793103448275862,0.8692307692307691
Rule-based only,386,0.9903846153846154,0.8110236220472441,0.8917748917748919
Rule-based only,387,0.9727272727272728,0.7697841726618705,0.8594377510040161
Rule-based only,388,0.9912280701754386,0.7847222222222222,0.8759689922480621
Rule-based only,389,0.990909090909091,0.7730496453900709,0.8685258964143426
Rule-based only,390,1.0,0.8188405797101449,0.900398406374502
Rule-based only,391,0.9915254237288136,0.8602941176470589,0.9212598425196851
Rule-based only,392,1.0,0.773972602739726,0.8725868725868726
Rule-based only,393,0.9819819819819819,0.7956204379562044,0.8790322580645161
Rule-based only,394,0.9807692307692307,0.816,0.8908296943231441
Rule-based only,395,0.9913793103448276,0.8984375,0.9426229508196722
Rule-based only,396,0.972972972972973,0.7397260273972602,0.8404669260700388
Rule-based only,397,1.0,0.8421052631578947,0.9142857142857143
Rule-based only,398,1.0,0.8208955223880597,0.9016393442622952
Rule-based only,399,0.990990990990991,0.9016393442622951,0.944206008583691
Rule-based only,400,0.972972972972973,0.8244274809160306,0.8925619834710745
Rule-based only,401,0.9739130434782609,0.7832167832167832,0.8682170542635659
Rule-based only,402,1.0,0.8709677419354839,0.9310344827586207
Rule-based only,403,0.9626168224299065,0.7862595419847328,0.8655462184873949
Rule-based only,404,0.9901960784313726,0.7890625,0.8782608695652174
Rule-based only,405,0.9813084112149533,0.7894736842105263,0.875
Rule-based only,406,0.9807692307692307,0.8793103448275862,0.9272727272727272
Rule-based only,407,0.9807692307692307,0.796875,0.8793103448275861
Rule-based only,408,0.991304347826087,0.912,0.9500000000000001
Rule-based only,409,0.9745762711864406,0.7986111111111112,0.8778625954198473
Rule-based only,410,1.0,0.875,0.9333333333333333
Rule-based only,411,0.9716981132075472,0.7054794520547946,0.8174603174603176
Rule-based only,412,0.990909090909091,0.8257575757575758,0.9008264462809917
Rule-based only,413,1.0,0.8181818181818182,0.9
Rule-based only,414,1.0,0.8384615384615385,0.9121338912133891
Rule-based only,415,0.9912280701754386,0.8625954198473282,0.9224489795918368
Rule-based only,416,1.0,0.8849557522123894,0.9389671361502347
Rule-based only,417,1.0,0.9212598425196851,0.9590163934426229
Rule-based only,418,0.9814814814814815,0.7794117647058824,0.8688524590163934
Rule-based only,419,0.9813084112149533,0.8467741935483871,0.9090909090909091
Rule-based only,420,1.0,0.8409090909090909,0.9135802469135803
Rule-based only,421,0.990990990990991,0.8333333333333334,0.9053497942386831
Rule-based only,422,1.0,0.8015267175572519,0.8898305084745763
Rule-based only,423,0.9905660377358491,0.8898305084745762,0.9374999999999999
Rule-based only,424,0.9911504424778761,0.8888888888888888,0.9372384937238493
Rule-based only,425,0.9906542056074766,0.8688524590163934,0.9257641921397379
Rule-based only,426,1.0,0.864,0.9270386266094421
Rule-based only,427,1.0,0.8740157480314961,0.9327731092436975
Rule-based only,428,0.9823008849557522,0.8161764705882353,0.891566265060241
Rule-based only,429,0.981651376146789,0.8106060606060606,0.8879668049792531
Rule-based only,430,0.9811320754716981,0.8062015503875969,0.8851063829787235
Rule-based only,431,0.9734513274336283,0.7801418439716312,0.8661417322834645
Rule-based only,432,0.9908256880733946,0.8372093023255814,0.9075630252100841
Rule-based only,433,0.990909090909091,0.8861788617886179,0.9356223175965666
Rule-based only,434,0.9897959183673469,0.8584070796460177,0.9194312796208531
